borough,neighborhood,id,race,estimate
Brooklyn,Bensonhurst East                                               ,BK29,BlNHE,735.0
Brooklyn,Dyker Heights                                                  ,BK30,BlNHE,250.0
Brooklyn,Bay Ridge                                                      ,BK31,BlNHE,1391.0
Brooklyn,Sunset Park West                                               ,BK32,BlNHE,1852.0
Brooklyn,Carroll Gardens-Columbia Street-Red Hook                       ,BK33,BlNHE,4230.0
Brooklyn,Sunset Park East                                               ,BK34,BlNHE,1214.0
Brooklyn,Stuyvesant Heights                                             ,BK35,BlNHE,45354.0
Brooklyn,Park Slope-Gowanus                                             ,BK37,BlNHE,3941.0
Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum H                  ,BK38,BlNHE,8141.0
Brooklyn,Windsor Terrace                                                ,BK40,BlNHE,1337.0
Brooklyn,Kensington-Ocean Parkway                                       ,BK41,BlNHE,2892.0
Brooklyn,Flatbush                                                       ,BK42,BlNHE,51360.0
Brooklyn,Midwood                                                        ,BK43,BlNHE,2373.0
Brooklyn,Madison                                                        ,BK44,BlNHE,270.0
Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basi                  ,BK45,BlNHE,5249.0
Brooklyn,Ocean Parkway South                                            ,BK46,BlNHE,97.0
Brooklyn,Canarsie                                                       ,BK50,BlNHE,71367.0
Brooklyn,Flatlands                                                      ,BK58,BlNHE,49785.0
Brooklyn,Prospect Lefferts Gardens-Wingate                              ,BK60,BlNHE,51313.0
Brooklyn,Crown Heights North                                            ,BK61,BlNHE,73218.0
Brooklyn,Crown Heights South                                            ,BK63,BlNHE,25719.0
Brooklyn,Prospect Heights                                               ,BK64,BlNHE,5149.0
Brooklyn,Fort Greene                                                    ,BK68,BlNHE,11019.0
Brooklyn,Clinton Hill                                                   ,BK69,BlNHE,13284.0
Brooklyn,Williamsburg                                                   ,BK72,BlNHE,785.0
Brooklyn,North Side-South Side                                          ,BK73,BlNHE,1165.0
Brooklyn,Bedford                                                        ,BK75,BlNHE,33640.0
Brooklyn,Greenpoint                                                     ,BK76,BlNHE,340.0
Brooklyn,Bushwick North                                                 ,BK77,BlNHE,5747.0
Brooklyn,Bushwick South                                                 ,BK78,BlNHE,18790.0
Brooklyn,Ocean Hill                                                     ,BK79,BlNHE,24766.0
Brooklyn,Brownsville                                                    ,BK81,BlNHE,46595.0
Brooklyn,East New York                                                  ,BK82,BlNHE,62397.0
Brooklyn,Cypress Hills-City Line                                        ,BK83,BlNHE,11438.0
Brooklyn,East New York (Pennsylvania Ave)                               ,BK85,BlNHE,20219.0
Brooklyn,Borough Park                                                   ,BK88,BlNHE,587.0
Brooklyn,East Williamsburg                                              ,BK90,BlNHE,2727.0
Brooklyn,East Flatbush-Farragut                                         ,BK91,BlNHE,47407.0
Brooklyn,Starrett City                                                  ,BK93,BlNHE,5858.0
Brooklyn,Erasmus                                                        ,BK95,BlNHE,24711.0
Brooklyn,Rugby-Remsen Village                                           ,BK96,BlNHE,51354.0
Brooklyn,park-cemetery-etc-Brooklyn                                     ,BK99,BlNHE,
Bronx,Claremont-Bathgate                                             ,BX01,BlNHE,13321.0
Bronx,Eastchester-Edenwald-Baychester                                ,BX03,BlNHE,25705.0
Bronx,Bedford Park-Fordham North                                     ,BX05,BlNHE,8641.0
Bronx,Belmont                                                        ,BX06,BlNHE,4691.0
Bronx,Bronxdale                                                      ,BX07,BlNHE,10408.0
Bronx,West Farms-Bronx River                                         ,BX08,BlNHE,9338.0
Bronx,Soundview-Castle Hill-Clason Point-Harding Pa                  ,BX09,BlNHE,18550.0
Bronx,Pelham Bay-Country Club-City Island                            ,BX10,BlNHE,568.0
Bronx,Co-Op City                                                     ,BX13,BlNHE,27365.0
Bronx,East Concourse-Concourse Village                               ,BX14,BlNHE,22546.0
Bronx,East Tremont                                                   ,BX17,BlNHE,11866.0
Bronx,North Riverdale-Fieldston-Riverdale                            ,BX22,BlNHE,1840.0
Bronx,Highbridge                                                     ,BX26,BlNHE,12491.0
Bronx,Hunts Point                                                    ,BX27,BlNHE,5813.0
Bronx,Van Cortlandt Village                                          ,BX28,BlNHE,9581.0
Bronx,Spuyten Duyvil-Kingsbridge                                     ,BX29,BlNHE,2247.0
Bronx,Kingsbridge Heights                                            ,BX30,BlNHE,6316.0
Bronx,Allerton-Pelham Gardens                                        ,BX31,BlNHE,10545.0
Bronx,Longwood                                                       ,BX33,BlNHE,6570.0
Bronx,Melrose South-Mott Haven North                                 ,BX34,BlNHE,11281.0
Bronx,Morrisania-Melrose                                             ,BX35,BlNHE,13200.0
Bronx,University Heights-Morris Heights                              ,BX36,BlNHE,16211.0
Bronx,Van Nest-Morris Park-Westchester Square                        ,BX37,BlNHE,2809.0
Bronx,Mott Haven-Port Morris                                         ,BX39,BlNHE,13469.0
Bronx,Fordham South                                                  ,BX40,BlNHE,6795.0
Bronx,Mount Hope                                                     ,BX41,BlNHE,13676.0
Bronx,Norwood                                                        ,BX43,BlNHE,7951.0
Bronx,Williamsbridge-Olinville                                       ,BX44,BlNHE,44260.0
Bronx,Parkchester                                                    ,BX46,BlNHE,13871.0
Bronx,Pelham Parkway                                                 ,BX49,BlNHE,2997.0
Bronx,Schuylerville-Throgs Neck-Edgewater Park                       ,BX52,BlNHE,3864.0
Bronx,Soundview-Bruckner                                             ,BX55,BlNHE,8864.0
Bronx,Westchester-Unionport                                          ,BX59,BlNHE,4340.0
Bronx,Woodlawn-Wakefield                                             ,BX62,BlNHE,27271.0
Bronx,West Concourse                                                 ,BX63,BlNHE,9024.0
Bronx,Crotona Park East                                              ,BX75,BlNHE,5569.0
Bronx,Rikers Island                                                  ,BX98,BlNHE,5169.0
Bronx,park-cemetery-etc-Bronx                                        ,BX99,BlNHE,
Manhattan,Marble Hill-Inwood                                             ,MN01,BlNHE,3711.0
Manhattan,Central Harlem North-Polo Grounds                              ,MN03,BlNHE,49250.0
Manhattan,Hamilton Heights                                               ,MN04,BlNHE,16374.0
Manhattan,Manhattanville                                                 ,MN06,BlNHE,6096.0
Manhattan,Morningside Heights                                            ,MN09,BlNHE,6693.0
Manhattan,Central Harlem South                                           ,MN11,BlNHE,27809.0
Manhattan,Upper West Side                                                ,MN12,BlNHE,11241.0
Manhattan,Hudson Yards-Chelsea-Flat Iron-Union Square                    ,MN13,BlNHE,4342.0
Manhattan,Lincoln Square                                                 ,MN14,BlNHE,2035.0
Manhattan,Clinton                                                        ,MN15,BlNHE,2442.0
Manhattan,Midtown-Midtown South                                          ,MN17,BlNHE,1121.0
Manhattan,Turtle Bay-East Midtown                                        ,MN19,BlNHE,966.0
Manhattan,Murray Hill-Kips Bay                                           ,MN20,BlNHE,2177.0
Manhattan,Gramercy                                                       ,MN21,BlNHE,791.0
Manhattan,East Village                                                   ,MN22,BlNHE,2291.0
Manhattan,West Village                                                   ,MN23,BlNHE,1258.0
Manhattan,SoHo-TriBeCa-Civic Center-Little Italy                         ,MN24,BlNHE,861.0
Manhattan,Battery Park City-Lower Manhattan                              ,MN25,BlNHE,1208.0
Manhattan,Chinatown                                                      ,MN27,BlNHE,1946.0
Manhattan,Lower East Side                                                ,MN28,BlNHE,7227.0
Manhattan,Lenox Hill-Roosevelt Island                                    ,MN31,BlNHE,3679.0
Manhattan,Yorkville                                                      ,MN32,BlNHE,2255.0
Manhattan,East Harlem South                                              ,MN33,BlNHE,14259.0
Manhattan,East Harlem North                                              ,MN34,BlNHE,20804.0
Manhattan,Washington Heights North                                       ,MN35,BlNHE,3487.0
Manhattan,Washington Heights South                                       ,MN36,BlNHE,9821.0
Manhattan,Upper East Side-Carnegie Hill                                  ,MN40,BlNHE,835.0
Manhattan,Stuyvesant Town-Cooper Village                                 ,MN50,BlNHE,799.0
Manhattan,park-cemetery-etc-Manhattan                                    ,MN99,BlNHE,
Queens,South Jamaica                                                  ,QN01,BlNHE,25900.0
Queens,Springfield Gardens North                                      ,QN02,BlNHE,23640.0
Queens,Springfield Gardens South-Brookville                           ,QN03,BlNHE,17389.0
Queens,Rosedale                                                       ,QN05,BlNHE,23171.0
Queens,Jamaica Estates-Holliswood                                     ,QN06,BlNHE,6851.0
Queens,Hollis                                                         ,QN07,BlNHE,12876.0
Queens,St. Albans                                                     ,QN08,BlNHE,46457.0
Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad                  ,QN10,BlNHE,2184.0
Queens,Hammels-Arverne-Edgemere                                       ,QN12,BlNHE,18472.0
Queens,Far Rockaway-Bayswater                                         ,QN15,BlNHE,21733.0
Queens,Forest Hills                                                   ,QN17,BlNHE,2262.0
Queens,Rego Park                                                      ,QN18,BlNHE,571.0
Queens,Glendale                                                       ,QN19,BlNHE,280.0
Queens,Ridgewood                                                      ,QN20,BlNHE,1327.0
Queens,Middle Village                                                 ,QN21,BlNHE,381.0
Queens,Flushing                                                       ,QN22,BlNHE,2536.0
Queens,College Point                                                  ,QN23,BlNHE,545.0
Queens,Corona                                                         ,QN25,BlNHE,8473.0
Queens,North Corona                                                   ,QN26,BlNHE,2043.0
Queens,East Elmhurst                                                  ,QN27,BlNHE,5712.0
Queens,Jackson Heights                                                ,QN28,BlNHE,1903.0
Queens,Elmhurst                                                       ,QN29,BlNHE,1289.0
Queens,Maspeth                                                        ,QN30,BlNHE,233.0
Queens,Hunters Point-Sunnyside-West Maspeth                           ,QN31,BlNHE,1083.0
Queens,Cambria Heights                                                ,QN33,BlNHE,17710.0
Queens,Queens Village                                                 ,QN34,BlNHE,28501.0
Queens,Briarwood-Jamaica Hills                                        ,QN35,BlNHE,4179.0
Queens,Kew Gardens Hills                                              ,QN37,BlNHE,2943.0
Queens,Pomonok-Flushing Heights-Hillcrest                             ,QN38,BlNHE,3681.0
Queens,Fresh Meadows-Utopia                                           ,QN41,BlNHE,507.0
Queens,Oakland Gardens                                                ,QN42,BlNHE,418.0
Queens,Bellerose                                                      ,QN43,BlNHE,1588.0
Queens,Glen Oaks-Floral Park-New Hyde Park                            ,QN44,BlNHE,807.0
Queens,Douglas Manor-Douglaston-Little Neck                           ,QN45,BlNHE,591.0
Queens,Bayside-Bayside Hills                                          ,QN46,BlNHE,787.0
Queens,Ft. Totten-Bay Terrace-Clearview                               ,QN47,BlNHE,107.0
Queens,Auburndale                                                     ,QN48,BlNHE,172.0
Queens,Whitestone                                                     ,QN49,BlNHE,172.0
Queens,Elmhurst-Maspeth                                               ,QN50,BlNHE,206.0
Queens,Murray Hill                                                    ,QN51,BlNHE,780.0
Queens,East Flushing                                                  ,QN52,BlNHE,367.0
Queens,Woodhaven                                                      ,QN53,BlNHE,3029.0
Queens,Richmond Hill                                                  ,QN54,BlNHE,5779.0
Queens,South Ozone Park                                               ,QN55,BlNHE,19696.0
Queens,Ozone Park                                                     ,QN56,BlNHE,1300.0
Queens,Lindenwood-Howard Beach                                        ,QN57,BlNHE,686.0
Queens,Kew Gardens                                                    ,QN60,BlNHE,1877.0
Queens,Jamaica                                                        ,QN61,BlNHE,10573.0
Queens,Queensboro Hill                                                ,QN62,BlNHE,250.0
Queens,Woodside                                                       ,QN63,BlNHE,659.0
Queens,Laurelton                                                      ,QN66,BlNHE,23389.0
Queens,Queensbridge-Ravenswood-Long Island City                       ,QN68,BlNHE,4113.0
Queens,Astoria                                                        ,QN70,BlNHE,3672.0
Queens,Old Astoria                                                    ,QN71,BlNHE,2896.0
Queens,Steinway                                                       ,QN72,BlNHE,876.0
Queens,Baisley Park                                                   ,QN76,BlNHE,26733.0
Queens,Airport                                                        ,QN98,BlNHE,
Queens,park-cemetery-etc-Queens                                       ,QN99,BlNHE,
Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville                     ,SI01,BlNHE,75.0
Staten Island,New Springville-Bloomfield-Travis                              ,SI05,BlNHE,1920.0
Staten Island,Westerleigh                                                    ,SI07,BlNHE,608.0
Staten Island,Grymes Hill-Clifton-Fox Hills                                  ,SI08,BlNHE,7969.0
Staten Island,Charleston-Richmond Valley-Tottenville                         ,SI11,BlNHE,540.0
Staten Island,Mariner's Harbor-Arlington-Port Ivory-Granite                  ,SI12,BlNHE,8848.0
Staten Island,Grasmere-Arrochar-Ft. Wadsworth                                ,SI14,BlNHE,766.0
Staten Island,West New Brighton-New Brighton-St. George                      ,SI22,BlNHE,11446.0
Staten Island,Todt Hill-Emerson Hill-Heartland Village-Ligh                  ,SI24,BlNHE,549.0
Staten Island,Oakwood-Oakwood Beach                                          ,SI25,BlNHE,631.0
Staten Island,Port Richmond                                                  ,SI28,BlNHE,3216.0
Staten Island,Rossville-Woodrow                                              ,SI32,BlNHE,58.0
Staten Island,New Brighton-Silver Lake                                       ,SI35,BlNHE,2044.0
Staten Island,Old Town-Dongan Hills-South Beach                              ,SI36,BlNHE,886.0
Staten Island,Stapleton-Rosebank                                             ,SI37,BlNHE,5302.0
Staten Island,New Dorp-Midland Beach                                         ,SI45,BlNHE,344.0
Staten Island,Arden Heights                                                  ,SI48,BlNHE,257.0
Staten Island,Great Kills                                                    ,SI54,BlNHE,111.0
Staten Island,park-cemetery-etc-Staten Island                                ,SI99,BlNHE,
Brooklyn,Brooklyn Heights-Cobble Hill                                   ,BK09,AIANNHE,15.0
Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beac                  ,BK17,AIANNHE,37.0
Brooklyn,Brighton Beach                                                 ,BK19,AIANNHE,158.0
Brooklyn,Seagate-Coney Island                                           ,BK21,AIANNHE,27.0
Brooklyn,West Brighton                                                  ,BK23,AIANNHE,0.0
Brooklyn,Homecrest                                                      ,BK25,AIANNHE,37.0
Brooklyn,Gravesend                                                      ,BK26,AIANNHE,128.0
Brooklyn,Bath Beach                                                     ,BK27,AIANNHE,63.0
Brooklyn,Bensonhurst West                                               ,BK28,AIANNHE,183.0
Brooklyn,Bensonhurst East                                               ,BK29,AIANNHE,0.0
Brooklyn,Dyker Heights                                                  ,BK30,AIANNHE,17.0
Brooklyn,Bay Ridge                                                      ,BK31,AIANNHE,211.0
Brooklyn,Sunset Park West                                               ,BK32,AIANNHE,87.0
Brooklyn,Carroll Gardens-Columbia Street-Red Hook                       ,BK33,AIANNHE,15.0
Brooklyn,Sunset Park East                                               ,BK34,AIANNHE,434.0
Brooklyn,Stuyvesant Heights                                             ,BK35,AIANNHE,83.0
Brooklyn,Park Slope-Gowanus                                             ,BK37,AIANNHE,344.0
Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum H                  ,BK38,AIANNHE,62.0
Brooklyn,Windsor Terrace                                                ,BK40,AIANNHE,54.0
Brooklyn,Kensington-Ocean Parkway                                       ,BK41,AIANNHE,99.0
Brooklyn,Flatbush                                                       ,BK42,AIANNHE,88.0
Brooklyn,Midwood                                                        ,BK43,AIANNHE,22.0
Brooklyn,Madison                                                        ,BK44,AIANNHE,15.0
Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basi                  ,BK45,AIANNHE,0.0
Brooklyn,Ocean Parkway South                                            ,BK46,AIANNHE,102.0
Brooklyn,Canarsie                                                       ,BK50,AIANNHE,321.0
Brooklyn,Flatlands                                                      ,BK58,AIANNHE,64.0
Brooklyn,Prospect Lefferts Gardens-Wingate                              ,BK60,AIANNHE,87.0
Brooklyn,Crown Heights North                                            ,BK61,AIANNHE,213.0
Brooklyn,Crown Heights South                                            ,BK63,AIANNHE,95.0
Brooklyn,Prospect Heights                                               ,BK64,AIANNHE,0.0
Brooklyn,Fort Greene                                                    ,BK68,AIANNHE,4.0
Brooklyn,Clinton Hill                                                   ,BK69,AIANNHE,50.0
Brooklyn,Williamsburg                                                   ,BK72,AIANNHE,0.0
Brooklyn,North Side-South Side                                          ,BK73,AIANNHE,51.0
Brooklyn,Bedford                                                        ,BK75,AIANNHE,160.0
Brooklyn,Greenpoint                                                     ,BK76,AIANNHE,114.0
Brooklyn,Bushwick North                                                 ,BK77,AIANNHE,14.0
Brooklyn,Bushwick South                                                 ,BK78,AIANNHE,303.0
Brooklyn,Ocean Hill                                                     ,BK79,AIANNHE,17.0
Brooklyn,Brownsville                                                    ,BK81,AIANNHE,75.0
Brooklyn,East New York                                                  ,BK82,AIANNHE,150.0
Brooklyn,Cypress Hills-City Line                                        ,BK83,AIANNHE,50.0
Brooklyn,East New York (Pennsylvania Ave)                               ,BK85,AIANNHE,11.0
Brooklyn,Borough Park                                                   ,BK88,AIANNHE,69.0
Brooklyn,East Williamsburg                                              ,BK90,AIANNHE,29.0
Brooklyn,East Flatbush-Farragut                                         ,BK91,AIANNHE,14.0
Brooklyn,Starrett City                                                  ,BK93,AIANNHE,0.0
Brooklyn,Erasmus                                                        ,BK95,AIANNHE,1.0
Brooklyn,Rugby-Remsen Village                                           ,BK96,AIANNHE,196.0
Brooklyn,park-cemetery-etc-Brooklyn                                     ,BK99,AIANNHE,
Bronx,Claremont-Bathgate                                             ,BX01,AIANNHE,121.0
Bronx,Eastchester-Edenwald-Baychester                                ,BX03,AIANNHE,185.0
Bronx,Bedford Park-Fordham North                                     ,BX05,AIANNHE,0.0
Bronx,Belmont                                                        ,BX06,AIANNHE,67.0
Bronx,Bronxdale                                                      ,BX07,AIANNHE,88.0
Bronx,West Farms-Bronx River                                         ,BX08,AIANNHE,59.0
Bronx,Soundview-Castle Hill-Clason Point-Harding Pa                  ,BX09,AIANNHE,25.0
Bronx,Pelham Bay-Country Club-City Island                            ,BX10,AIANNHE,0.0
Bronx,Co-Op City                                                     ,BX13,AIANNHE,133.0
Bronx,East Concourse-Concourse Village                               ,BX14,AIANNHE,271.0
Bronx,East Tremont                                                   ,BX17,AIANNHE,8.0
Bronx,North Riverdale-Fieldston-Riverdale                            ,BX22,AIANNHE,0.0
Bronx,Highbridge                                                     ,BX26,AIANNHE,108.0
Bronx,Hunts Point                                                    ,BX27,AIANNHE,37.0
Bronx,Van Cortlandt Village                                          ,BX28,AIANNHE,201.0
Bronx,Spuyten Duyvil-Kingsbridge                                     ,BX29,AIANNHE,48.0
Bronx,Kingsbridge Heights                                            ,BX30,AIANNHE,15.0
Bronx,Allerton-Pelham Gardens                                        ,BX31,AIANNHE,82.0
Bronx,Longwood                                                       ,BX33,AIANNHE,8.0
Bronx,Melrose South-Mott Haven North                                 ,BX34,AIANNHE,150.0
Bronx,Morrisania-Melrose                                             ,BX35,AIANNHE,102.0
Bronx,University Heights-Morris Heights                              ,BX36,AIANNHE,10.0
Bronx,Van Nest-Morris Park-Westchester Square                        ,BX37,AIANNHE,15.0
Bronx,Mott Haven-Port Morris                                         ,BX39,AIANNHE,89.0
Bronx,Fordham South                                                  ,BX40,AIANNHE,79.0
Bronx,Mount Hope                                                     ,BX41,AIANNHE,118.0
Bronx,Norwood                                                        ,BX43,AIANNHE,148.0
Bronx,Williamsbridge-Olinville                                       ,BX44,AIANNHE,408.0
Bronx,Parkchester                                                    ,BX46,AIANNHE,0.0
Bronx,Pelham Parkway                                                 ,BX49,AIANNHE,10.0
Bronx,Schuylerville-Throgs Neck-Edgewater Park                       ,BX52,AIANNHE,164.0
Bronx,Soundview-Bruckner                                             ,BX55,AIANNHE,168.0
Bronx,Westchester-Unionport                                          ,BX59,AIANNHE,15.0
Bronx,Woodlawn-Wakefield                                             ,BX62,AIANNHE,13.0
Bronx,West Concourse                                                 ,BX63,AIANNHE,61.0
Bronx,Crotona Park East                                              ,BX75,AIANNHE,0.0
Bronx,Rikers Island                                                  ,BX98,AIANNHE,0.0
Bronx,park-cemetery-etc-Bronx                                        ,BX99,AIANNHE,
Manhattan,Marble Hill-Inwood                                             ,MN01,AIANNHE,19.0
Manhattan,Central Harlem North-Polo Grounds                              ,MN03,AIANNHE,250.0
Manhattan,Hamilton Heights                                               ,MN04,AIANNHE,85.0
Manhattan,Manhattanville                                                 ,MN06,AIANNHE,0.0
Manhattan,Morningside Heights                                            ,MN09,AIANNHE,49.0
Manhattan,Central Harlem South                                           ,MN11,AIANNHE,16.0
Manhattan,Upper West Side                                                ,MN12,AIANNHE,220.0
Manhattan,Hudson Yards-Chelsea-Flat Iron-Union Square                    ,MN13,AIANNHE,294.0
Manhattan,Lincoln Square                                                 ,MN14,AIANNHE,18.0
Manhattan,Clinton                                                        ,MN15,AIANNHE,0.0
Manhattan,Midtown-Midtown South                                          ,MN17,AIANNHE,51.0
Manhattan,Turtle Bay-East Midtown                                        ,MN19,AIANNHE,113.0
Manhattan,Murray Hill-Kips Bay                                           ,MN20,AIANNHE,16.0
Manhattan,Gramercy                                                       ,MN21,AIANNHE,68.0
Manhattan,East Village                                                   ,MN22,AIANNHE,45.0
Manhattan,West Village                                                   ,MN23,AIANNHE,130.0
Manhattan,SoHo-TriBeCa-Civic Center-Little Italy                         ,MN24,AIANNHE,31.0
Manhattan,Battery Park City-Lower Manhattan                              ,MN25,AIANNHE,49.0
Manhattan,Chinatown                                                      ,MN27,AIANNHE,327.0
Manhattan,Lower East Side                                                ,MN28,AIANNHE,40.0
Manhattan,Lenox Hill-Roosevelt Island                                    ,MN31,AIANNHE,0.0
Manhattan,Yorkville                                                      ,MN32,AIANNHE,17.0
Manhattan,East Harlem South                                              ,MN33,AIANNHE,0.0
Manhattan,East Harlem North                                              ,MN34,AIANNHE,22.0
Manhattan,Washington Heights North                                       ,MN35,AIANNHE,36.0
Manhattan,Washington Heights South                                       ,MN36,AIANNHE,94.0
Manhattan,Upper East Side-Carnegie Hill                                  ,MN40,AIANNHE,113.0
Manhattan,Stuyvesant Town-Cooper Village                                 ,MN50,AIANNHE,12.0
Manhattan,park-cemetery-etc-Manhattan                                    ,MN99,AIANNHE,
Queens,South Jamaica                                                  ,QN01,AIANNHE,332.0
Queens,Springfield Gardens North                                      ,QN02,AIANNHE,0.0
Queens,Springfield Gardens South-Brookville                           ,QN03,AIANNHE,0.0
Queens,Rosedale                                                       ,QN05,AIANNHE,27.0
Queens,Jamaica Estates-Holliswood                                     ,QN06,AIANNHE,74.0
Queens,Hollis                                                         ,QN07,AIANNHE,8.0
Queens,St. Albans                                                     ,QN08,AIANNHE,38.0
Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad                  ,QN10,AIANNHE,8.0
Queens,Hammels-Arverne-Edgemere                                       ,QN12,AIANNHE,0.0
Queens,Far Rockaway-Bayswater                                         ,QN15,AIANNHE,96.0
Queens,Forest Hills                                                   ,QN17,AIANNHE,192.0
Queens,Rego Park                                                      ,QN18,AIANNHE,64.0
Queens,Glendale                                                       ,QN19,AIANNHE,101.0
Queens,Ridgewood                                                      ,QN20,AIANNHE,66.0
Queens,Middle Village                                                 ,QN21,AIANNHE,0.0
Queens,Flushing                                                       ,QN22,AIANNHE,599.0
Queens,College Point                                                  ,QN23,AIANNHE,121.0
Queens,Corona                                                         ,QN25,AIANNHE,0.0
Queens,North Corona                                                   ,QN26,AIANNHE,62.0
Queens,East Elmhurst                                                  ,QN27,AIANNHE,0.0
Queens,Jackson Heights                                                ,QN28,AIANNHE,325.0
Queens,Elmhurst                                                       ,QN29,AIANNHE,162.0
Queens,Maspeth                                                        ,QN30,AIANNHE,18.0
Queens,Hunters Point-Sunnyside-West Maspeth                           ,QN31,AIANNHE,28.0
Queens,Cambria Heights                                                ,QN33,AIANNHE,99.0
Queens,Queens Village                                                 ,QN34,AIANNHE,96.0
Queens,Briarwood-Jamaica Hills                                        ,QN35,AIANNHE,6.0
Queens,Kew Gardens Hills                                              ,QN37,AIANNHE,47.0
Queens,Pomonok-Flushing Heights-Hillcrest                             ,QN38,AIANNHE,45.0
Queens,Fresh Meadows-Utopia                                           ,QN41,AIANNHE,9.0
Queens,Oakland Gardens                                                ,QN42,AIANNHE,21.0
Queens,Bellerose                                                      ,QN43,AIANNHE,45.0
Queens,Glen Oaks-Floral Park-New Hyde Park                            ,QN44,AIANNHE,89.0
Queens,Douglas Manor-Douglaston-Little Neck                           ,QN45,AIANNHE,0.0
Queens,Bayside-Bayside Hills                                          ,QN46,AIANNHE,195.0
Queens,Ft. Totten-Bay Terrace-Clearview                               ,QN47,AIANNHE,22.0
Queens,Auburndale                                                     ,QN48,AIANNHE,27.0
Queens,Whitestone                                                     ,QN49,AIANNHE,38.0
Queens,Elmhurst-Maspeth                                               ,QN50,AIANNHE,36.0
Queens,Murray Hill                                                    ,QN51,AIANNHE,84.0
Queens,East Flushing                                                  ,QN52,AIANNHE,162.0
Queens,Woodhaven                                                      ,QN53,AIANNHE,76.0
Queens,Richmond Hill                                                  ,QN54,AIANNHE,496.0
Queens,South Ozone Park                                               ,QN55,AIANNHE,493.0
Queens,Ozone Park                                                     ,QN56,AIANNHE,39.0
Queens,Lindenwood-Howard Beach                                        ,QN57,AIANNHE,0.0
Queens,Kew Gardens                                                    ,QN60,AIANNHE,43.0
Queens,Jamaica                                                        ,QN61,AIANNHE,430.0
Queens,Queensboro Hill                                                ,QN62,AIANNHE,131.0
Queens,Woodside                                                       ,QN63,AIANNHE,45.0
Queens,Laurelton                                                      ,QN66,AIANNHE,31.0
Queens,Queensbridge-Ravenswood-Long Island City                       ,QN68,AIANNHE,96.0
Queens,Astoria                                                        ,QN70,AIANNHE,21.0
Queens,Old Astoria                                                    ,QN71,AIANNHE,265.0
Queens,Steinway                                                       ,QN72,AIANNHE,34.0
Queens,Baisley Park                                                   ,QN76,AIANNHE,85.0
Queens,Airport                                                        ,QN98,AIANNHE,
Queens,park-cemetery-etc-Queens                                       ,QN99,AIANNHE,
Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville                     ,SI01,AIANNHE,0.0
Staten Island,New Springville-Bloomfield-Travis                              ,SI05,AIANNHE,54.0
Staten Island,Westerleigh                                                    ,SI07,AIANNHE,27.0
Staten Island,Grymes Hill-Clifton-Fox Hills                                  ,SI08,AIANNHE,288.0
Staten Island,Charleston-Richmond Valley-Tottenville                         ,SI11,AIANNHE,22.0
Staten Island,Mariner's Harbor-Arlington-Port Ivory-Granite                  ,SI12,AIANNHE,29.0
Staten Island,Grasmere-Arrochar-Ft. Wadsworth                                ,SI14,AIANNHE,0.0
Staten Island,West New Brighton-New Brighton-St. George                      ,SI22,AIANNHE,2.0
Staten Island,Todt Hill-Emerson Hill-Heartland Village-Ligh                  ,SI24,AIANNHE,6.0
Staten Island,Oakwood-Oakwood Beach                                          ,SI25,AIANNHE,0.0
Staten Island,Port Richmond                                                  ,SI28,AIANNHE,0.0
Staten Island,Rossville-Woodrow                                              ,SI32,AIANNHE,0.0
Staten Island,New Brighton-Silver Lake                                       ,SI35,AIANNHE,7.0
Staten Island,Old Town-Dongan Hills-South Beach                              ,SI36,AIANNHE,39.0
Staten Island,Stapleton-Rosebank                                             ,SI37,AIANNHE,14.0
Staten Island,New Dorp-Midland Beach                                         ,SI45,AIANNHE,0.0
Staten Island,Arden Heights                                                  ,SI48,AIANNHE,14.0
Staten Island,Great Kills                                                    ,SI54,AIANNHE,11.0
Staten Island,park-cemetery-etc-Staten Island                                ,SI99,AIANNHE,
Brooklyn,Brooklyn Heights-Cobble Hill                                   ,BK09,AsnNHE,1607.0
Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beac                  ,BK17,AsnNHE,10015.0
Brooklyn,Brighton Beach                                                 ,BK19,AsnNHE,4413.0
Brooklyn,Seagate-Coney Island                                           ,BK21,AsnNHE,3732.0
Brooklyn,West Brighton                                                  ,BK23,AsnNHE,102.0
Brooklyn,Homecrest                                                      ,BK25,AsnNHE,4589.0
Brooklyn,Gravesend                                                      ,BK26,AsnNHE,6836.0
Brooklyn,Bath Beach                                                     ,BK27,AsnNHE,9139.0
Brooklyn,Bensonhurst West                                               ,BK28,AsnNHE,33185.0
Brooklyn,Bensonhurst East                                               ,BK29,AsnNHE,22034.0
Brooklyn,Dyker Heights                                                  ,BK30,AsnNHE,17673.0
Brooklyn,Bay Ridge                                                      ,BK31,AsnNHE,12155.0
Brooklyn,Sunset Park West                                               ,BK32,AsnNHE,8395.0
