borough,neighborhood,id,race,estimate
Brooklyn,Carroll Gardens-Columbia Street-Red Hook                       ,BK33,AsnNHE,2248.0
Brooklyn,Sunset Park East                                               ,BK34,AsnNHE,37592.0
Brooklyn,Stuyvesant Heights                                             ,BK35,AsnNHE,1826.0
Brooklyn,Park Slope-Gowanus                                             ,BK37,AsnNHE,4906.0
Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum H                  ,BK38,AsnNHE,3298.0
Brooklyn,Windsor Terrace                                                ,BK40,AsnNHE,2344.0
Brooklyn,Kensington-Ocean Parkway                                       ,BK41,AsnNHE,9100.0
Brooklyn,Flatbush                                                       ,BK42,AsnNHE,9332.0
Brooklyn,Midwood                                                        ,BK43,AsnNHE,5059.0
Brooklyn,Madison                                                        ,BK44,AsnNHE,8788.0
Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basi                  ,BK45,AsnNHE,2478.0
Brooklyn,Ocean Parkway South                                            ,BK46,AsnNHE,721.0
Brooklyn,Canarsie                                                       ,BK50,AsnNHE,2402.0
Brooklyn,Flatlands                                                      ,BK58,AsnNHE,2257.0
Brooklyn,Prospect Lefferts Gardens-Wingate                              ,BK60,AsnNHE,1389.0
Brooklyn,Crown Heights North                                            ,BK61,AsnNHE,2826.0
Brooklyn,Crown Heights South                                            ,BK63,AsnNHE,659.0
Brooklyn,Prospect Heights                                               ,BK64,AsnNHE,1478.0
Brooklyn,Fort Greene                                                    ,BK68,AsnNHE,2500.0
Brooklyn,Clinton Hill                                                   ,BK69,AsnNHE,1844.0
Brooklyn,Williamsburg                                                   ,BK72,AsnNHE,35.0
Brooklyn,North Side-South Side                                          ,BK73,AsnNHE,2490.0
Brooklyn,Bedford                                                        ,BK75,AsnNHE,2090.0
Brooklyn,Greenpoint                                                     ,BK76,AsnNHE,1810.0
Brooklyn,Bushwick North                                                 ,BK77,AsnNHE,3768.0
Brooklyn,Bushwick South                                                 ,BK78,AsnNHE,1820.0
Brooklyn,Ocean Hill                                                     ,BK79,AsnNHE,248.0
Brooklyn,Brownsville                                                    ,BK81,AsnNHE,494.0
Brooklyn,East New York                                                  ,BK82,AsnNHE,1937.0
Brooklyn,Cypress Hills-City Line                                        ,BK83,AsnNHE,3131.0
Brooklyn,East New York (Pennsylvania Ave)                               ,BK85,AsnNHE,236.0
Brooklyn,Borough Park                                                   ,BK88,AsnNHE,13515.0
Brooklyn,East Williamsburg                                              ,BK90,AsnNHE,3793.0
Brooklyn,East Flatbush-Farragut                                         ,BK91,AsnNHE,497.0
Brooklyn,Starrett City                                                  ,BK93,AsnNHE,496.0
Brooklyn,Erasmus                                                        ,BK95,AsnNHE,672.0
Brooklyn,Rugby-Remsen Village                                           ,BK96,AsnNHE,549.0
Brooklyn,park-cemetery-etc-Brooklyn                                     ,BK99,AsnNHE,
Bronx,Claremont-Bathgate                                             ,BX01,AsnNHE,38.0
Bronx,Eastchester-Edenwald-Baychester                                ,BX03,AsnNHE,129.0
Bronx,Bedford Park-Fordham North                                     ,BX05,AsnNHE,2209.0
Bronx,Belmont                                                        ,BX06,AsnNHE,460.0
Bronx,Bronxdale                                                      ,BX07,AsnNHE,1464.0
Bronx,West Farms-Bronx River                                         ,BX08,AsnNHE,1279.0
Bronx,Soundview-Castle Hill-Clason Point-Harding Pa                  ,BX09,AsnNHE,976.0
Bronx,Pelham Bay-Country Club-City Island                            ,BX10,AsnNHE,1112.0
Bronx,Co-Op City                                                     ,BX13,AsnNHE,608.0
Bronx,East Concourse-Concourse Village                               ,BX14,AsnNHE,971.0
Bronx,East Tremont                                                   ,BX17,AsnNHE,496.0
Bronx,North Riverdale-Fieldston-Riverdale                            ,BX22,AsnNHE,1989.0
Bronx,Highbridge                                                     ,BX26,AsnNHE,127.0
Bronx,Hunts Point                                                    ,BX27,AsnNHE,55.0
Bronx,Van Cortlandt Village                                          ,BX28,AsnNHE,1571.0
Bronx,Spuyten Duyvil-Kingsbridge                                     ,BX29,AsnNHE,1601.0
Bronx,Kingsbridge Heights                                            ,BX30,AsnNHE,1487.0
Bronx,Allerton-Pelham Gardens                                        ,BX31,AsnNHE,2463.0
Bronx,Longwood                                                       ,BX33,AsnNHE,234.0
Bronx,Melrose South-Mott Haven North                                 ,BX34,AsnNHE,204.0
Bronx,Morrisania-Melrose                                             ,BX35,AsnNHE,125.0
Bronx,University Heights-Morris Heights                              ,BX36,AsnNHE,772.0
Bronx,Van Nest-Morris Park-Westchester Square                        ,BX37,AsnNHE,2666.0
Bronx,Mott Haven-Port Morris                                         ,BX39,AsnNHE,399.0
Bronx,Fordham South                                                  ,BX40,AsnNHE,235.0
Bronx,Mount Hope                                                     ,BX41,AsnNHE,989.0
Bronx,Norwood                                                        ,BX43,AsnNHE,4079.0
Bronx,Williamsbridge-Olinville                                       ,BX44,AsnNHE,969.0
Bronx,Parkchester                                                    ,BX46,AsnNHE,4656.0
Bronx,Pelham Parkway                                                 ,BX49,AsnNHE,3461.0
Bronx,Schuylerville-Throgs Neck-Edgewater Park                       ,BX52,AsnNHE,1467.0
Bronx,Soundview-Bruckner                                             ,BX55,AsnNHE,2588.0
Bronx,Westchester-Unionport                                          ,BX59,AsnNHE,3698.0
Bronx,Woodlawn-Wakefield                                             ,BX62,AsnNHE,1473.0
Bronx,West Concourse                                                 ,BX63,AsnNHE,1374.0
Bronx,Crotona Park East                                              ,BX75,AsnNHE,126.0
Bronx,Rikers Island                                                  ,BX98,AsnNHE,202.0
Bronx,park-cemetery-etc-Bronx                                        ,BX99,AsnNHE,
Manhattan,Marble Hill-Inwood                                             ,MN01,AsnNHE,719.0
Manhattan,Central Harlem North-Polo Grounds                              ,MN03,AsnNHE,2351.0
Manhattan,Hamilton Heights                                               ,MN04,AsnNHE,859.0
Manhattan,Manhattanville                                                 ,MN06,AsnNHE,858.0
Manhattan,Morningside Heights                                            ,MN09,AsnNHE,7956.0
Manhattan,Central Harlem South                                           ,MN11,AsnNHE,1864.0
Manhattan,Upper West Side                                                ,MN12,AsnNHE,9851.0
Manhattan,Hudson Yards-Chelsea-Flat Iron-Union Square                    ,MN13,AsnNHE,8783.0
Manhattan,Lincoln Square                                                 ,MN14,AsnNHE,6733.0
Manhattan,Clinton                                                        ,MN15,AsnNHE,5386.0
Manhattan,Midtown-Midtown South                                          ,MN17,AsnNHE,5460.0
Manhattan,Turtle Bay-East Midtown                                        ,MN19,AsnNHE,6704.0
Manhattan,Murray Hill-Kips Bay                                           ,MN20,AsnNHE,7379.0
Manhattan,Gramercy                                                       ,MN21,AsnNHE,3217.0
Manhattan,East Village                                                   ,MN22,AsnNHE,6060.0
Manhattan,West Village                                                   ,MN23,AsnNHE,5870.0
Manhattan,SoHo-TriBeCa-Civic Center-Little Italy                         ,MN24,AsnNHE,9180.0
Manhattan,Battery Park City-Lower Manhattan                              ,MN25,AsnNHE,8208.0
Manhattan,Chinatown                                                      ,MN27,AsnNHE,29295.0
Manhattan,Lower East Side                                                ,MN28,AsnNHE,19186.0
Manhattan,Lenox Hill-Roosevelt Island                                    ,MN31,AsnNHE,8210.0
Manhattan,Yorkville                                                      ,MN32,AsnNHE,6741.0
Manhattan,East Harlem South                                              ,MN33,AsnNHE,5741.0
Manhattan,East Harlem North                                              ,MN34,AsnNHE,2943.0
Manhattan,Washington Heights North                                       ,MN35,AsnNHE,2092.0
Manhattan,Washington Heights South                                       ,MN36,AsnNHE,2319.0
Manhattan,Upper East Side-Carnegie Hill                                  ,MN40,AsnNHE,3067.0
Manhattan,Stuyvesant Town-Cooper Village                                 ,MN50,AsnNHE,3482.0
Manhattan,park-cemetery-etc-Manhattan                                    ,MN99,AsnNHE,
Queens,South Jamaica                                                  ,QN01,AsnNHE,2540.0
Queens,Springfield Gardens North                                      ,QN02,AsnNHE,214.0
Queens,Springfield Gardens South-Brookville                           ,QN03,AsnNHE,363.0
Queens,Rosedale                                                       ,QN05,AsnNHE,951.0
Queens,Jamaica Estates-Holliswood                                     ,QN06,AsnNHE,7835.0
Queens,Hollis                                                         ,QN07,AsnNHE,3130.0
Queens,St. Albans                                                     ,QN08,AsnNHE,763.0
Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad                  ,QN10,AsnNHE,570.0
Queens,Hammels-Arverne-Edgemere                                       ,QN12,AsnNHE,1426.0
Queens,Far Rockaway-Bayswater                                         ,QN15,AsnNHE,1206.0
Queens,Forest Hills                                                   ,QN17,AsnNHE,20251.0
Queens,Rego Park                                                      ,QN18,AsnNHE,8068.0
Queens,Glendale                                                       ,QN19,AsnNHE,1146.0
Queens,Ridgewood                                                      ,QN20,AsnNHE,5656.0
Queens,Middle Village                                                 ,QN21,AsnNHE,3082.0
Queens,Flushing                                                       ,QN22,AsnNHE,46439.0
Queens,College Point                                                  ,QN23,AsnNHE,7301.0
Queens,Corona                                                         ,QN25,AsnNHE,7943.0
Queens,North Corona                                                   ,QN26,AsnNHE,3896.0
Queens,East Elmhurst                                                  ,QN27,AsnNHE,1087.0
Queens,Jackson Heights                                                ,QN28,AsnNHE,24657.0
Queens,Elmhurst                                                       ,QN29,AsnNHE,39854.0
Queens,Maspeth                                                        ,QN30,AsnNHE,3239.0
Queens,Hunters Point-Sunnyside-West Maspeth                           ,QN31,AsnNHE,15866.0
Queens,Cambria Heights                                                ,QN33,AsnNHE,352.0
Queens,Queens Village                                                 ,QN34,AsnNHE,10750.0
Queens,Briarwood-Jamaica Hills                                        ,QN35,AsnNHE,13262.0
Queens,Kew Gardens Hills                                              ,QN37,AsnNHE,8962.0
Queens,Pomonok-Flushing Heights-Hillcrest                             ,QN38,AsnNHE,10895.0
Queens,Fresh Meadows-Utopia                                           ,QN41,AsnNHE,9074.0
Queens,Oakland Gardens                                                ,QN42,AsnNHE,12617.0
Queens,Bellerose                                                      ,QN43,AsnNHE,10290.0
Queens,Glen Oaks-Floral Park-New Hyde Park                            ,QN44,AsnNHE,8249.0
Queens,Douglas Manor-Douglaston-Little Neck                           ,QN45,AsnNHE,9598.0
Queens,Bayside-Bayside Hills                                          ,QN46,AsnNHE,17264.0
Queens,Ft. Totten-Bay Terrace-Clearview                               ,QN47,AsnNHE,4662.0
Queens,Auburndale                                                     ,QN48,AsnNHE,8921.0
Queens,Whitestone                                                     ,QN49,AsnNHE,5752.0
Queens,Elmhurst-Maspeth                                               ,QN50,AsnNHE,14225.0
Queens,Murray Hill                                                    ,QN51,AsnNHE,28566.0
Queens,East Flushing                                                  ,QN52,AsnNHE,16362.0
Queens,Woodhaven                                                      ,QN53,AsnNHE,13554.0
Queens,Richmond Hill                                                  ,QN54,AsnNHE,19762.0
Queens,South Ozone Park                                               ,QN55,AsnNHE,18722.0
Queens,Ozone Park                                                     ,QN56,AsnNHE,5473.0
Queens,Lindenwood-Howard Beach                                        ,QN57,AsnNHE,696.0
Queens,Kew Gardens                                                    ,QN60,AsnNHE,3848.0
Queens,Jamaica                                                        ,QN61,AsnNHE,15630.0
Queens,Queensboro Hill                                                ,QN62,AsnNHE,13041.0
Queens,Woodside                                                       ,QN63,AsnNHE,16629.0
Queens,Laurelton                                                      ,QN66,AsnNHE,340.0
Queens,Queensbridge-Ravenswood-Long Island City                       ,QN68,AsnNHE,3096.0
Queens,Astoria                                                        ,QN70,AsnNHE,10218.0
Queens,Old Astoria                                                    ,QN71,AsnNHE,5101.0
Queens,Steinway                                                       ,QN72,AsnNHE,4733.0
Queens,Baisley Park                                                   ,QN76,AsnNHE,1438.0
Queens,Airport                                                        ,QN98,AsnNHE,
Queens,park-cemetery-etc-Queens                                       ,QN99,AsnNHE,
Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville                     ,SI01,AsnNHE,1021.0
Staten Island,New Springville-Bloomfield-Travis                              ,SI05,AsnNHE,6416.0
Staten Island,Westerleigh                                                    ,SI07,AsnNHE,1805.0
Staten Island,Grymes Hill-Clifton-Fox Hills                                  ,SI08,AsnNHE,2553.0
Staten Island,Charleston-Richmond Valley-Tottenville                         ,SI11,AsnNHE,891.0
Staten Island,Mariner's Harbor-Arlington-Port Ivory-Granite                  ,SI12,AsnNHE,2361.0
Staten Island,Grasmere-Arrochar-Ft. Wadsworth                                ,SI14,AsnNHE,2149.0
Staten Island,West New Brighton-New Brighton-St. George                      ,SI22,AsnNHE,1531.0
Staten Island,Todt Hill-Emerson Hill-Heartland Village-Ligh                  ,SI24,AsnNHE,4631.0
Staten Island,Oakwood-Oakwood Beach                                          ,SI25,AsnNHE,658.0
Staten Island,Port Richmond                                                  ,SI28,AsnNHE,870.0
Staten Island,Rossville-Woodrow                                              ,SI32,AsnNHE,1016.0
Staten Island,New Brighton-Silver Lake                                       ,SI35,AsnNHE,948.0
Staten Island,Old Town-Dongan Hills-South Beach                              ,SI36,AsnNHE,2421.0
Staten Island,Stapleton-Rosebank                                             ,SI37,AsnNHE,2511.0
Staten Island,New Dorp-Midland Beach                                         ,SI45,AsnNHE,1592.0
Staten Island,Arden Heights                                                  ,SI48,AsnNHE,1550.0
Staten Island,Great Kills                                                    ,SI54,AsnNHE,1555.0
Staten Island,park-cemetery-etc-Staten Island                                ,SI99,AsnNHE,
Brooklyn,Brooklyn Heights-Cobble Hill                                   ,BK09,NHPINHE,0.0
Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beac                  ,BK17,NHPINHE,99.0
Brooklyn,Brighton Beach                                                 ,BK19,NHPINHE,0.0
Brooklyn,Seagate-Coney Island                                           ,BK21,NHPINHE,28.0
Brooklyn,West Brighton                                                  ,BK23,NHPINHE,0.0
Brooklyn,Homecrest                                                      ,BK25,NHPINHE,0.0
Brooklyn,Gravesend                                                      ,BK26,NHPINHE,0.0
Brooklyn,Bath Beach                                                     ,BK27,NHPINHE,0.0
Brooklyn,Bensonhurst West                                               ,BK28,NHPINHE,0.0
Brooklyn,Bensonhurst East                                               ,BK29,NHPINHE,0.0
Brooklyn,Dyker Heights                                                  ,BK30,NHPINHE,25.0
Brooklyn,Bay Ridge                                                      ,BK31,NHPINHE,113.0
Brooklyn,Sunset Park West                                               ,BK32,NHPINHE,15.0
Brooklyn,Carroll Gardens-Columbia Street-Red Hook                       ,BK33,NHPINHE,0.0
Brooklyn,Sunset Park East                                               ,BK34,NHPINHE,38.0
Brooklyn,Stuyvesant Heights                                             ,BK35,NHPINHE,0.0
Brooklyn,Park Slope-Gowanus                                             ,BK37,NHPINHE,0.0
Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum H                  ,BK38,NHPINHE,0.0
Brooklyn,Windsor Terrace                                                ,BK40,NHPINHE,0.0
Brooklyn,Kensington-Ocean Parkway                                       ,BK41,NHPINHE,0.0
Brooklyn,Flatbush                                                       ,BK42,NHPINHE,28.0
Brooklyn,Midwood                                                        ,BK43,NHPINHE,0.0
Brooklyn,Madison                                                        ,BK44,NHPINHE,0.0
Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basi                  ,BK45,NHPINHE,191.0
Brooklyn,Ocean Parkway South                                            ,BK46,NHPINHE,0.0
Brooklyn,Canarsie                                                       ,BK50,NHPINHE,0.0
Brooklyn,Flatlands                                                      ,BK58,NHPINHE,0.0
Brooklyn,Prospect Lefferts Gardens-Wingate                              ,BK60,NHPINHE,0.0
Brooklyn,Crown Heights North                                            ,BK61,NHPINHE,0.0
Brooklyn,Crown Heights South                                            ,BK63,NHPINHE,0.0
Brooklyn,Prospect Heights                                               ,BK64,NHPINHE,0.0
Brooklyn,Fort Greene                                                    ,BK68,NHPINHE,0.0
Brooklyn,Clinton Hill                                                   ,BK69,NHPINHE,0.0
Brooklyn,Williamsburg                                                   ,BK72,NHPINHE,0.0
Brooklyn,North Side-South Side                                          ,BK73,NHPINHE,0.0
Brooklyn,Bedford                                                        ,BK75,NHPINHE,0.0
Brooklyn,Greenpoint                                                     ,BK76,NHPINHE,0.0
Brooklyn,Bushwick North                                                 ,BK77,NHPINHE,0.0
Brooklyn,Bushwick South                                                 ,BK78,NHPINHE,0.0
Brooklyn,Ocean Hill                                                     ,BK79,NHPINHE,17.0
Brooklyn,Brownsville                                                    ,BK81,NHPINHE,9.0
Brooklyn,East New York                                                  ,BK82,NHPINHE,263.0
Brooklyn,Cypress Hills-City Line                                        ,BK83,NHPINHE,0.0
Brooklyn,East New York (Pennsylvania Ave)                               ,BK85,NHPINHE,11.0
Brooklyn,Borough Park                                                   ,BK88,NHPINHE,0.0
Brooklyn,East Williamsburg                                              ,BK90,NHPINHE,0.0
Brooklyn,East Flatbush-Farragut                                         ,BK91,NHPINHE,0.0
Brooklyn,Starrett City                                                  ,BK93,NHPINHE,0.0
Brooklyn,Erasmus                                                        ,BK95,NHPINHE,0.0
Brooklyn,Rugby-Remsen Village                                           ,BK96,NHPINHE,0.0
Brooklyn,park-cemetery-etc-Brooklyn                                     ,BK99,NHPINHE,
Bronx,Claremont-Bathgate                                             ,BX01,NHPINHE,0.0
Bronx,Eastchester-Edenwald-Baychester                                ,BX03,NHPINHE,257.0
Bronx,Bedford Park-Fordham North                                     ,BX05,NHPINHE,60.0
Bronx,Belmont                                                        ,BX06,NHPINHE,0.0
Bronx,Bronxdale                                                      ,BX07,NHPINHE,0.0
Bronx,West Farms-Bronx River                                         ,BX08,NHPINHE,0.0
Bronx,Soundview-Castle Hill-Clason Point-Harding Pa                  ,BX09,NHPINHE,0.0
Bronx,Pelham Bay-Country Club-City Island                            ,BX10,NHPINHE,0.0
Bronx,Co-Op City                                                     ,BX13,NHPINHE,0.0
Bronx,East Concourse-Concourse Village                               ,BX14,NHPINHE,0.0
Bronx,East Tremont                                                   ,BX17,NHPINHE,0.0
Bronx,North Riverdale-Fieldston-Riverdale                            ,BX22,NHPINHE,0.0
Bronx,Highbridge                                                     ,BX26,NHPINHE,0.0
Bronx,Hunts Point                                                    ,BX27,NHPINHE,0.0
Bronx,Van Cortlandt Village                                          ,BX28,NHPINHE,0.0
Bronx,Spuyten Duyvil-Kingsbridge                                     ,BX29,NHPINHE,128.0
Bronx,Kingsbridge Heights                                            ,BX30,NHPINHE,0.0
Bronx,Allerton-Pelham Gardens                                        ,BX31,NHPINHE,0.0
Bronx,Longwood                                                       ,BX33,NHPINHE,49.0
Bronx,Melrose South-Mott Haven North                                 ,BX34,NHPINHE,0.0
Bronx,Morrisania-Melrose                                             ,BX35,NHPINHE,0.0
Bronx,University Heights-Morris Heights                              ,BX36,NHPINHE,9.0
Bronx,Van Nest-Morris Park-Westchester Square                        ,BX37,NHPINHE,22.0
Bronx,Mott Haven-Port Morris                                         ,BX39,NHPINHE,0.0
Bronx,Fordham South                                                  ,BX40,NHPINHE,0.0
Bronx,Mount Hope                                                     ,BX41,NHPINHE,0.0
Bronx,Norwood                                                        ,BX43,NHPINHE,0.0
Bronx,Williamsbridge-Olinville                                       ,BX44,NHPINHE,52.0
Bronx,Parkchester                                                    ,BX46,NHPINHE,0.0
Bronx,Pelham Parkway                                                 ,BX49,NHPINHE,0.0
Bronx,Schuylerville-Throgs Neck-Edgewater Park                       ,BX52,NHPINHE,0.0
Bronx,Soundview-Bruckner                                             ,BX55,NHPINHE,0.0
Bronx,Westchester-Unionport                                          ,BX59,NHPINHE,0.0
Bronx,Woodlawn-Wakefield                                             ,BX62,NHPINHE,0.0
Bronx,West Concourse                                                 ,BX63,NHPINHE,40.0
Bronx,Crotona Park East                                              ,BX75,NHPINHE,0.0
Bronx,Rikers Island                                                  ,BX98,NHPINHE,0.0
Bronx,park-cemetery-etc-Bronx                                        ,BX99,NHPINHE,
Manhattan,Marble Hill-Inwood                                             ,MN01,NHPINHE,15.0
Manhattan,Central Harlem North-Polo Grounds                              ,MN03,NHPINHE,52.0
Manhattan,Hamilton Heights                                               ,MN04,NHPINHE,0.0
Manhattan,Manhattanville                                                 ,MN06,NHPINHE,25.0
Manhattan,Morningside Heights                                            ,MN09,NHPINHE,7.0
Manhattan,Central Harlem South                                           ,MN11,NHPINHE,0.0
Manhattan,Upper West Side                                                ,MN12,NHPINHE,0.0
Manhattan,Hudson Yards-Chelsea-Flat Iron-Union Square                    ,MN13,NHPINHE,0.0
Manhattan,Lincoln Square                                                 ,MN14,NHPINHE,7.0
Manhattan,Clinton                                                        ,MN15,NHPINHE,0.0
Manhattan,Midtown-Midtown South                                          ,MN17,NHPINHE,13.0
Manhattan,Turtle Bay-East Midtown                                        ,MN19,NHPINHE,7.0
Manhattan,Murray Hill-Kips Bay                                           ,MN20,NHPINHE,0.0
Manhattan,Gramercy                                                       ,MN21,NHPINHE,12.0
Manhattan,East Village                                                   ,MN22,NHPINHE,74.0
Manhattan,West Village                                                   ,MN23,NHPINHE,46.0
Manhattan,SoHo-TriBeCa-Civic Center-Little Italy                         ,MN24,NHPINHE,13.0
Manhattan,Battery Park City-Lower Manhattan                              ,MN25,NHPINHE,0.0
Manhattan,Chinatown                                                      ,MN27,NHPINHE,0.0
Manhattan,Lower East Side                                                ,MN28,NHPINHE,105.0
Manhattan,Lenox Hill-Roosevelt Island                                    ,MN31,NHPINHE,80.0
Manhattan,Yorkville                                                      ,MN32,NHPINHE,80.0
Manhattan,East Harlem South                                              ,MN33,NHPINHE,138.0
Manhattan,East Harlem North                                              ,MN34,NHPINHE,0.0
Manhattan,Washington Heights North                                       ,MN35,NHPINHE,0.0
Manhattan,Washington Heights South                                       ,MN36,NHPINHE,0.0
Manhattan,Upper East Side-Carnegie Hill                                  ,MN40,NHPINHE,0.0
Manhattan,Stuyvesant Town-Cooper Village                                 ,MN50,NHPINHE,0.0
Manhattan,park-cemetery-etc-Manhattan                                    ,MN99,NHPINHE,
Queens,South Jamaica                                                  ,QN01,NHPINHE,26.0
Queens,Springfield Gardens North                                      ,QN02,NHPINHE,11.0
Queens,Springfield Gardens South-Brookville                           ,QN03,NHPINHE,0.0
Queens,Rosedale                                                       ,QN05,NHPINHE,0.0
Queens,Jamaica Estates-Holliswood                                     ,QN06,NHPINHE,0.0
Queens,Hollis                                                         ,QN07,NHPINHE,90.0
Queens,St. Albans                                                     ,QN08,NHPINHE,24.0
Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad                  ,QN10,NHPINHE,0.0
Queens,Hammels-Arverne-Edgemere                                       ,QN12,NHPINHE,0.0
Queens,Far Rockaway-Bayswater                                         ,QN15,NHPINHE,0.0
Queens,Forest Hills                                                   ,QN17,NHPINHE,46.0
Queens,Rego Park                                                      ,QN18,NHPINHE,0.0
Queens,Glendale                                                       ,QN19,NHPINHE,12.0
Queens,Ridgewood                                                      ,QN20,NHPINHE,0.0
Queens,Middle Village                                                 ,QN21,NHPINHE,0.0
Queens,Flushing                                                       ,QN22,NHPINHE,0.0
Queens,College Point                                                  ,QN23,NHPINHE,0.0
Queens,Corona                                                         ,QN25,NHPINHE,230.0
Queens,North Corona                                                   ,QN26,NHPINHE,0.0
Queens,East Elmhurst                                                  ,QN27,NHPINHE,0.0
Queens,Jackson Heights                                                ,QN28,NHPINHE,0.0
Queens,Elmhurst                                                       ,QN29,NHPINHE,0.0
Queens,Maspeth                                                        ,QN30,NHPINHE,19.0
Queens,Hunters Point-Sunnyside-West Maspeth                           ,QN31,NHPINHE,0.0
Queens,Cambria Heights                                                ,QN33,NHPINHE,0.0
Queens,Queens Village                                                 ,QN34,NHPINHE,92.0
Queens,Briarwood-Jamaica Hills                                        ,QN35,NHPINHE,0.0
Queens,Kew Gardens Hills                                              ,QN37,NHPINHE,0.0
Queens,Pomonok-Flushing Heights-Hillcrest                             ,QN38,NHPINHE,0.0
Queens,Fresh Meadows-Utopia                                           ,QN41,NHPINHE,16.0
Queens,Oakland Gardens                                                ,QN42,NHPINHE,73.0
Queens,Bellerose                                                      ,QN43,NHPINHE,0.0
Queens,Glen Oaks-Floral Park-New Hyde Park                            ,QN44,NHPINHE,0.0
Queens,Douglas Manor-Douglaston-Little Neck                           ,QN45,NHPINHE,5.0
Queens,Bayside-Bayside Hills                                          ,QN46,NHPINHE,11.0
Queens,Ft. Totten-Bay Terrace-Clearview                               ,QN47,NHPINHE,0.0
Queens,Auburndale                                                     ,QN48,NHPINHE,59.0
Queens,Whitestone                                                     ,QN49,NHPINHE,0.0
Queens,Elmhurst-Maspeth                                               ,QN50,NHPINHE,0.0
Queens,Murray Hill                                                    ,QN51,NHPINHE,0.0
Queens,East Flushing                                                  ,QN52,NHPINHE,0.0
Queens,Woodhaven                                                      ,QN53,NHPINHE,0.0
Queens,Richmond Hill                                                  ,QN54,NHPINHE,0.0
Queens,South Ozone Park                                               ,QN55,NHPINHE,203.0
Queens,Ozone Park                                                     ,QN56,NHPINHE,0.0
Queens,Lindenwood-Howard Beach                                        ,QN57,NHPINHE,0.0
Queens,Kew Gardens                                                    ,QN60,NHPINHE,0.0
Queens,Jamaica                                                        ,QN61,NHPINHE,0.0
Queens,Queensboro Hill                                                ,QN62,NHPINHE,0.0
Queens,Woodside                                                       ,QN63,NHPINHE,91.0
Queens,Laurelton                                                      ,QN66,NHPINHE,27.0
Queens,Queensbridge-Ravenswood-Long Island City                       ,QN68,NHPINHE,0.0
Queens,Astoria                                                        ,QN70,NHPINHE,0.0
Queens,Old Astoria                                                    ,QN71,NHPINHE,49.0
Queens,Steinway                                                       ,QN72,NHPINHE,0.0
Queens,Baisley Park                                                   ,QN76,NHPINHE,0.0
Queens,Airport                                                        ,QN98,NHPINHE,
Queens,park-cemetery-etc-Queens                                       ,QN99,NHPINHE,
Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville                     ,SI01,NHPINHE,0.0
Staten Island,New Springville-Bloomfield-Travis                              ,SI05,NHPINHE,0.0
Staten Island,Westerleigh                                                    ,SI07,NHPINHE,0.0
Staten Island,Grymes Hill-Clifton-Fox Hills                                  ,SI08,NHPINHE,0.0
Staten Island,Charleston-Richmond Valley-Tottenville                         ,SI11,NHPINHE,0.0
Staten Island,Mariner's Harbor-Arlington-Port Ivory-Granite                  ,SI12,NHPINHE,0.0
Staten Island,Grasmere-Arrochar-Ft. Wadsworth                                ,SI14,NHPINHE,0.0
Staten Island,West New Brighton-New Brighton-St. George                      ,SI22,NHPINHE,0.0
Staten Island,Todt Hill-Emerson Hill-Heartland Village-Ligh                  ,SI24,NHPINHE,0.0
Staten Island,Oakwood-Oakwood Beach                                          ,SI25,NHPINHE,0.0
Staten Island,Port Richmond                                                  ,SI28,NHPINHE,0.0
Staten Island,Rossville-Woodrow                                              ,SI32,NHPINHE,0.0
Staten Island,New Brighton-Silver Lake                                       ,SI35,NHPINHE,0.0
Staten Island,Old Town-Dongan Hills-South Beach                              ,SI36,NHPINHE,0.0
Staten Island,Stapleton-Rosebank                                             ,SI37,NHPINHE,0.0
Staten Island,New Dorp-Midland Beach                                         ,SI45,NHPINHE,0.0
Staten Island,Arden Heights                                                  ,SI48,NHPINHE,0.0
Staten Island,Great Kills                                                    ,SI54,NHPINHE,0.0
Staten Island,park-cemetery-etc-Staten Island                                ,SI99,NHPINHE,
Brooklyn,Brooklyn Heights-Cobble Hill                                   ,BK09,OthNHE,22.0
Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beac                  ,BK17,OthNHE,40.0
Brooklyn,Brighton Beach                                                 ,BK19,OthNHE,0.0
Brooklyn,Seagate-Coney Island                                           ,BK21,OthNHE,275.0
Brooklyn,West Brighton                                                  ,BK23,OthNHE,0.0
Brooklyn,Homecrest                                                      ,BK25,OthNHE,144.0
Brooklyn,Gravesend                                                      ,BK26,OthNHE,15.0
Brooklyn,Bath Beach                                                     ,BK27,OthNHE,74.0
Brooklyn,Bensonhurst West                                               ,BK28,OthNHE,170.0
Brooklyn,Bensonhurst East                                               ,BK29,OthNHE,110.0
Brooklyn,Dyker Heights                                                  ,BK30,OthNHE,25.0
Brooklyn,Bay Ridge                                                      ,BK31,OthNHE,119.0
Brooklyn,Sunset Park West                                               ,BK32,OthNHE,192.0
